restaurant_id,Highlights,Present/NotPresent
9100724,Breakfast,Present
9100724,Takeaway Only,Present
9100016,Takeaway Available,Present
9100016,No Alcohol Available,Not Present
9100016,Kid Friendly,Present
9100016,Desserts and Bakes,Present
9100016,Indoor Seating,Present
9100205,Breakfast,Present
9100205,Takeaway Only,Present
16520752,Breakfast,Present
16520752,Takeaway Only,Present
9100228,Breakfast,Present
9100228,Takeaway Only,Present
9100228,Seating Not Available,Not Present
9100228,No Alcohol Available,Not Present
9100862,Breakfast,Present
9100862,Takeaway Available,Present
9100862,Indoor Seating,Present
16522356,Breakfast,Present
16522356,Takeaway Available,Present
16522356,Kid Friendly,Present
16522356,Indoor Seating,Present
16522356,Wifi,Present
16518636,Breakfast,Present
16518636,Takeaway Only,Present
16518196,Breakfast,Present
16518196,Takeaway Only,Present
16518196,Desserts and Bakes,Present
9100131,Breakfast,Present
9100131,Takeaway Only,Present
9100131,Desserts and Bakes,Present
9100207,Breakfast,Present
9100207,Takeaway Only,Present
16522394,Breakfast,Present
16522394,Takeaway Only,Present
9101285,Breakfast,Present
9101285,No Takeaway,Not Present
9101285,Wine and Beer,Present
9101285,Pet Friendly,Present
9101285,Afternoon Tea,Present
9101285,Desserts and Bakes,Present
9101285,Serves Cocktails,Present
9101285,Indoor Seating,Present
9101285,Gluten Free Options,Present
9101285,Lunch Menu,Present
9101285,Outdoor Seating,Present
9100752,No Takeaway,Not Present
9100752,Full Bar Available,Present
9100752,Wifi,Present
9100752,Craft Beer,Present
9100752,Indoor Seating,Present
9100752,Nightlife,Present
9100930,No Takeaway,Not Present
9100930,Full Bar Available,Present
9100930,Indoor Seating,Present
9100930,Live Sports Screening,Present
9100930,Craft Beer,Present
9100930,Outdoor Seating,Present
9100930,Smoking Area,Present
9100930,Wifi,Present
9100930,Nightlife,Present
16519371,No Takeaway,Not Present
16519371,Full Bar Available,Present
16519371,Wifi,Present
16519371,Nightlife,Present
16519371,Indoor Seating,Present
16519371,Lunch Menu,Present
9101013,No Takeaway,Not Present
9101013,Full Bar Available,Present
9101013,Smoking Area,Present
9101013,Wifi,Present
9101013,Outdoor Seating,Present
9101013,Nightlife,Present
9100426,No Takeaway,Not Present
9100426,Full Bar Available,Present
9100426,Pet Friendly,Present
9100426,Nightlife,Present
9100426,Indoor Seating,Present
9100426,Wifi,Present
9100426,Craft Beer,Present
9100426,Wine By Glass,Present
16520405,No Takeaway,Not Present
16520405,Full Bar Available,Present
16520405,Wifi,Present
16520405,Nightlife,Present
16520405,Indoor Seating,Present
16520405,Afternoon Tea,Present
16519350,No Takeaway,Not Present
16519350,Full Bar Available,Present
16519350,Smoking Area,Present
16519350,Live Sports Screening,Present
16519350,Outdoor Seating,Present
16519350,Lunch Menu,Present
16519350,Nightlife,Present
9101765,No Takeaway,Not Present
9101765,Full Bar Available,Present
9101765,Live Music,Present
9101765,Indoor Seating,Present
9101765,Craft Beer,Present
9101765,Nightlife,Present
9100604,No Takeaway,Not Present
9100604,Full Bar Available,Present
9100604,Craft Beer,Present
9100604,Wifi,Present
9100604,Indoor Seating,Present
9100604,Nightlife,Present
9100965,No Takeaway,Not Present
9100965,Full Bar Available,Present
9100965,Live Music,Present
9100965,Indoor Seating,Present
9100965,Live Sports Screening,Present
9100965,Craft Beer,Present
9100965,Wifi,Present
9100965,Nightlife,Present
9101289,Takeaway Available,Present
9101289,Full Bar Available,Present
9101289,Wifi,Present
9101289,Indoor Seating,Present
9100510,No Takeaway,Not Present
9100510,BYOB Only,Present
9100510,Indoor Seating,Present
9101459,Takeaway Available,Present
9101459,Full Bar Available,Present
9101459,Indoor Seating,Present
9101459,Wifi,Present
9100589,Takeaway Available,Present
9100589,Wine,Present
9100589,Indoor Seating,Present
16519097,Home Delivery,Present
16519097,Takeaway Available,Present
16519097,Serves Alcohol,Present
16519097,Indoor Seating,Present
9101861,Breakfast,Present
9101861,No Takeaway,Not Present
9101861,No Alcohol Available,Not Present
9101861,Indoor Seating,Present
9101861,Outdoor Seating,Present
16520238,Takeaway Available,Present
16520238,Wifi,Present
16520238,Indoor Seating,Present
16522105,No Takeaway,Not Present
16522105,Full Bar Available,Present
16522105,Live Music,Present
16522105,Indoor Seating,Present
16522105,Nightlife,Present
16522105,Smoking Area,Present
16509239,No Takeaway,Not Present
16509239,Full Bar Available,Present
16509239,Nightlife,Present
16509239,Wifi,Present
16509239,Indoor Seating,Present
16522238,No Takeaway,Not Present
16522238,Full Bar Available,Present
16522238,Live Music,Present
16522238,Indoor Seating,Present
16522238,Live Sports Screening,Present
16522238,Nightlife,Present
16519181,No Takeaway,Not Present
16519181,Full Bar Available,Present
16519181,Smoking Area,Present
16519181,Nightlife,Present
16519181,Outdoor Seating,Present
16519181,Live Sports Screening,Present
9100681,No Takeaway,Not Present
9100681,Full Bar Available,Present
9100681,Live Music,Present
9100681,Outdoor Seating,Present
9100681,Live Sports Screening,Present
9100681,Wifi,Present
9100681,Nightlife,Present
9100730,No Takeaway,Not Present
9100730,Full Bar Available,Present
9100730,Live Music,Present
9100730,Indoor Seating,Present
9100730,Live Sports Screening,Present
9100730,Wifi,Present
9100730,Nightlife,Present
9101302,No Takeaway,Not Present
9101302,Full Bar Available,Present
9101302,Nightlife,Present
9101302,Indoor Seating,Present
9101150,No Takeaway,Not Present
9101150,Full Bar Available,Present
9101150,Live Music,Present
9101150,Indoor Seating,Present
9101150,Nightlife,Present
9101150,Live Sports Screening,Present
16519178,No Takeaway,Not Present
16519178,Full Bar Available,Present
16519178,Smoking Area,Present
16519178,Live Sports Screening,Present
16519178,Live Music,Present
16519178,Outdoor Seating,Present
16519178,Indoor Seating,Present
16519178,Wifi,Present
16519178,Nightlife,Present
9101869,No Takeaway,Not Present
9101869,Full Bar Available,Present
9101869,Nightlife,Present
9101869,Live Music,Present
9101869,Indoor Seating,Present
9101869,Wifi,Present
9101869,Live Sports Screening,Present
16518562,No Takeaway,Not Present
16518562,Full Bar Available,Present
16518562,Outdoor Seating,Present
16518562,Nightlife,Present
16517312,No Takeaway,Not Present
16517312,Full Bar Available,Present
16517312,Smoking Area,Present
16517312,Wifi,Present
16517312,Outdoor Seating,Present
16517312,Nightlife,Present
16520819,No Takeaway,Not Present
16520819,Full Bar Available,Present
16520819,Indoor Seating,Present
16520819,Pet Friendly,Present
16520819,LGBT,Present
16520819,Nightlife,Present
9100605,No Takeaway,Not Present
9100605,Full Bar Available,Present
9100605,Smoking Area,Present
9100605,Nightlife,Present
9100605,Outdoor Seating,Present
9101442,No Takeaway,Not Present
9101442,Full Bar Available,Present
9101442,Wifi,Present
9101442,Nightlife,Present
9101442,Outdoor Seating,Present
9100527,Breakfast,Present
9100527,No Takeaway,Not Present
9100527,Full Bar Available,Present
9100527,Wifi,Present
9100527,Live Sports Screening,Present
9100527,Indoor Seating,Present
9100527,Nightlife,Present
16518413,No Takeaway,Not Present
16518413,Full Bar Available,Present
16518413,Wifi,Present
16518413,Indoor Seating,Present
16518413,Nightlife,Present
16520812,No Takeaway,Not Present
16520812,Full Bar Available,Present
16520812,Live Music,Present
16520812,Nightlife,Present
16520812,Indoor Seating,Present
9101182,No Takeaway,Not Present
9101182,Full Bar Available,Present
9101182,Nightlife,Present
9101182,Indoor Seating,Present
9100921,No Takeaway,Not Present
9100921,Full Bar Available,Present
9100921,Live Music,Present
9100921,Outdoor Seating,Present
9100921,Wifi,Present
9100921,Nightlife,Present
9100921,Smoking Area,Present
9100921,Live Sports Screening,Present
16518304,Takeaway Available,Present
16518304,Full Bar Available,Present
16518304,Indoor Seating,Present
16518304,Wifi,Present
9100614,Home Delivery,Present
9100614,Takeaway Available,Present
9100614,Serves Alcohol,Present
9100614,Wifi,Present
9100614,Indoor Seating,Present
9100614,Has Early Bird Menu,Present
9100845,Home Delivery,Present
9100845,Takeaway Available,Present
9100845,Wine and Beer,Present
9100845,Vegetarian Friendly,Present
9100845,Indoor Seating,Present
16509200,Home Delivery,Present
16509200,Takeaway Available,Present
16509200,Wine,Present
16517403,Home Delivery,Present
16517403,Takeaway Available,Present
16517403,Serves Alcohol,Present
16517403,Indoor Seating,Present
16519498,Takeaway Available,Present
16519498,Full Bar Available,Present
16519498,Outdoor Seating,Present
16517434,No Takeaway,Not Present
16517434,Full Bar Available,Present
16517434,Live Music,Present
16517434,Outdoor Seating,Present
16517434,Wifi,Present
16517434,Nightlife,Present
16517434,Indoor Seating,Present
16517434,Live Sports Screening,Present
16517434,Craft Beer,Present
16522405,Home Delivery,Present
16522405,Takeaway Available,Present
16522405,Serves Alcohol,Present
16522405,Lunch Menu,Present
16522405,Indoor Seating,Present
9101027,Breakfast,Present
9101027,No Takeaway,Not Present
9101027,Indoor Seating,Present
9101027,Wifi,Present
9101083,Takeaway Available,Present
9101083,Wine and Beer,Present
9101083,Indoor Seating,Present
9101083,Craft Beer,Present
9101261,Home Delivery,Present
9101261,Takeaway Available,Present
9101261,Wine and Beer,Present
9101261,Indoor Seating,Present
9101944,No Takeaway,Not Present
9101944,Full Bar Available,Present
9101944,Indoor Seating,Present
9101944,Nightlife,Present
9101944,Outdoor Seating,Present
16519089,Breakfast,Present
16519089,Takeaway Available,Present
16519089,Kid Friendly,Present
16519089,Outdoor Seating,Present
16519089,Wifi,Present
16522263,Breakfast,Present
16522263,Takeaway Available,Present
16522263,Outdoor Seating,Present
16522263,Indoor Seating,Present
16520749,Breakfast,Present
16520749,Takeaway Available,Present
16520749,Indoor Seating,Present
16520749,Desserts and Bakes,Present
16519016,Breakfast,Present
16519016,Home Delivery,Present
16519016,Takeaway Available,Present
16519016,Indoor Seating,Present
9100949,Breakfast,Present
9100949,No Takeaway,Not Present
9100949,Wine,Present
9100949,Wifi,Present
9100949,Indoor Seating,Present
16519507,Breakfast,Present
16519507,Takeaway Available,Present
16519507,Indoor Seating,Present
16519437,Breakfast,Present
16519437,Takeaway Available,Present
16519437,Indoor Seating,Present
9100199,Breakfast,Present
9100199,Takeaway Available,Present
9100199,Indoor Seating,Present
9100374,Breakfast,Present
9100374,Takeaway Available,Present
9100374,Wifi,Present
9100374,Outdoor Seating,Present
9100865,Breakfast,Present
9100865,Home Delivery,Present
9100865,Takeaway Available,Present
9100865,Indoor Seating,Present
16519358,Breakfast,Present
16519358,Takeaway Available,Present
16519358,No Alcohol Available,Not Present
16519358,Indoor Seating,Present
9101671,Breakfast,Present
9101671,Takeaway Available,Present
9101671,No Alcohol Available,Not Present
9101671,Indoor Seating,Present
9100651,Breakfast,Present
9100651,Takeaway Available,Present
9100651,Indoor Seating,Present
9100651,Wifi,Present
16519913,Breakfast,Present
16519913,Takeaway Available,Present
16519913,Indoor Seating,Present
9100335,Breakfast,Present
9100335,Takeaway Available,Present
9100335,Wifi,Present
9100335,Indoor Seating,Present
9101855,Breakfast,Present
9101855,Takeaway Available,Present
9101855,Indoor Seating,Present
9101855,Lunch Menu,Present
16518169,Breakfast,Present
16518169,Takeaway Only,Present
9100233,No Takeaway,Not Present
9100233,Serves Alcohol,Present
9100233,Has Early Bird Menu,Present
9100233,Craft Beer,Present
9100233,Indoor Seating,Present
9100233,Wifi,Present
9100233,Lunch Menu,Present
9100883,No Takeaway,Not Present
9100883,Full Bar Available,Present
9100883,Has Early Bird Menu,Present
9100883,Indoor Seating,Present
9100883,Lunch Menu,Present
9101068,No Takeaway,Not Present
9101068,Full Bar Available,Present
9101068,Lunch Menu,Present
9101068,Indoor Seating,Present
16522192,No Takeaway,Not Present
16522192,Wine and Beer,Present
16522192,Indoor Seating,Present
16522192,Has Early Bird Menu,Present
16522192,Outdoor Seating,Present
16522192,Wifi,Present
16522192,Lunch Menu,Present
9101281,No Takeaway,Not Present
9101281,Full Bar Available,Present
9101281,Live Music,Present
9101281,Outdoor Seating,Present
9101281,Wifi,Present
9101563,No Takeaway,Not Present
9101563,Serves Alcohol,Present
9101563,Indoor Seating,Present
16519206,No Takeaway,Not Present
16519206,Full Bar Available,Present
16519206,Smoking Area,Present
16519206,Lunch Menu,Present
16519206,Outdoor Seating,Present
16519206,Wifi,Present
16519206,Nightlife,Present
9100059,No Takeaway,Not Present
9100059,Wine,Present
9100059,Kid Friendly,Present
9100059,Has Early Bird Menu,Present
9100059,Indoor Seating,Present
9100059,Wifi,Present
16518294,No Takeaway,Not Present
16518294,Full Bar Available,Present
16518294,Smoking Area,Present
16518294,Brunch,Present
16518294,Indoor Seating,Present
16518294,Wifi,Present
9101415,No Takeaway,Not Present
9101415,Full Bar Available,Present
9101415,Live Sports Screening,Present
9101415,Craft Beer,Present
9101415,Indoor Seating,Present
9101415,Nightlife,Present
9101415,Outdoor Seating,Present
9101415,Wifi,Present
18018857,Breakfast,Present
18018857,No Takeaway,Not Present
18018857,Wine,Present
18018857,Private Dining Area Available,Present
18018857,Lunch Menu,Present
18018857,Indoor Seating,Present
9100702,No Takeaway,Not Present
9100702,Full Bar Available,Present
9100702,Luxury Dining,Present
9100702,Has Early Bird Menu,Present
9100702,Indoor Seating,Present
9100702,Wifi,Present
9100702,Lunch Menu,Present
9100888,No Takeaway,Not Present
9100888,Full Bar Available,Present
9100888,Wifi,Present
9100888,Live Sports Screening,Present
9100888,Indoor Seating,Present
9100888,Lunch Menu,Present
9100888,Nightlife,Present
9100696,Breakfast,Present
9100696,No Takeaway,Not Present
9100696,Full Bar Available,Present
9100696,Live Music,Present
9100696,Outdoor Seating,Present
9100696,Smoking Area,Present
9100696,Gluten Free Options,Present
9100696,Lunch Menu,Present
9100696,Nightlife,Present
9100696,Craft Beer,Present
9100696,Indoor Seating,Present
9100696,Wifi,Present
9100696,Live Sports Screening,Present
16522459,No Takeaway,Not Present
16522459,Wine and Beer,Present
16522459,Kid Friendly,Present
16522459,Lunch Menu,Present
16522459,Indoor Seating,Present
16522459,Has Early Bird Menu,Present
16522459,Craft Beer,Present
16518612,No Takeaway,Not Present
16518612,Full Bar Available,Present
16518612,Indoor Seating,Present
16518612,Has Early Bird Menu,Present
16518612,Wifi,Present
16518612,Lunch Menu,Present
16519480,Home Delivery,Present
16519480,Takeaway Available,Present
16519480,Serves Alcohol,Present
16519480,Indoor Seating,Present
16520687,No Takeaway,Not Present
16520687,No Alcohol Available,Not Present
16520687,Serves Organic Food,Present
16520687,Indoor Seating,Present
9100824,Takeaway Available,Present
9100824,Full Bar Available,Present
9100824,Has Early Bird Menu,Present
9100824,Outdoor Seating,Present
9100824,Vegetarian Friendly,Present
16520243,Home Delivery,Present
16520243,Takeaway Available,Present
16520243,Wifi,Present
16520243,Indoor Seating,Present
16522259,Home Delivery,Present
16522259,Takeaway Available,Present
16522259,Wine and Beer,Present
16522259,Wifi,Present
16522259,Outdoor Seating,Present
16522259,Has Early Bird Menu,Present
9100585,No Takeaway,Not Present
9100585,Vegetarian Friendly,Present
9100585,Indoor Seating,Present
16517409,Home Delivery,Present
16517409,Takeaway Available,Present
16517409,Full Bar Available,Present
16517409,Indoor Seating,Present
